,User,User_statuses_count,user_followers,fav_count,User_location,Tweets
455,Mack Crawford,4534,1813,2,,"@BenTyler666 @DavidNagySFgang Bank of the West, the 34th largest bank in America

Alexandria Ocasio-Cortez, noted D… https://t.co/Rq1jGnevgC"
456,Ale Bolsonaro Só Direita🇧🇷🇧🇷🇧🇷🇧🇷😎💪,186703,21635,0,"Santa Catarina, Brasil","RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
457,Kyo,132719,1582,0,"Tokyo-to, Japan","RT @Anchorage: ICYMI: @Blockworks_ @caseywagnerr reports on Anchorage Digital's new Head of Sales, @CamillaChurcher who will help the compa…"
458,CPS America,6918,1184,0,"Pleasanton, CA",.@Ameresco completes #SolarProject on Bank of America’s corporate campus — via @Solar_Builder https://t.co/dfNDkxxKmv
459,🇧🇷Armando Torres Bolsonaro,32127,994,0,Rio de Janeiro ,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
460,Rooklift 📈🚀,2617,162,0,,RT @MarketCurrents: $FTCH - Farfetch stock surges as Bank of America praises Richemont deal https://t.co/krWpSX2M2L
461,Lt Jim Jolliff,2862,444,0,,"RT @USMarshalsHQ: One of America’s Most Wanted Fugitives Identified After 52 Years. Mystery solved of Ted Conrad, who pulled off one of the…"
462,Ita🇵🇹🇧🇷🇮🇱,74122,7245,0,"Lisboa, Portugal","RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
463,Tony Rosado,368208,3689,0,"Chicago, IL","Sales of pregnancy tests are on the rise. That’s good news for retailers like Walmart and Target, Bank of America s… https://t.co/bQV2XNpIQC"
464,CRYPTO HEAD,300,13,0,Space,RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
465,Naofumi Iwatani,37470,13774,1,Fighting the next wave,@mshaf2 A tear in the space time continuum will form over Bank of America Stadium because of this
466,💎Mr. International💎,32793,6424,0,In a Secure Location.,RT @thecryptob0t: Bank of America Sees DeFi Potentially More Disruptive Than Bitcoin: https://t.co/U6VyePgGJj
467,THEREALFS0C1ETYedge://surf/,127984,145,0,Roadmaps to Unicode®,"RT @BitcoinMagazine: Bank of America COO on #Bitcoin: It's a ""global store of value."" https://t.co/yt2Xtr5VCD"
468,USA.ARMY Department of Justice Domestic MilitaryO,21781,14,0,Grant-Valkaria Florida,World Civilization Relic Rick Warrington Details of Civilization est. USA American of The United States of America.… https://t.co/vuFsztBmdK
469,𝚂𝚊𝚟 𝚝𝚑𝚎 𝚅𝚒𝚛𝚐𝚘 ☀️,20968,215,1,,I fucking hate Bank of America. I'm switching asap.
470,Jason Riner,40374,2186,0,"Miami, FL",RT @thecryptob0t: Bank of America Sees DeFi Potentially More Disruptive Than Bitcoin: https://t.co/U6VyePgGJj
471,Street Curling,142,47,9,,The Curling Cafe returns this winter to @bryantparknyc  Winter Village! Learn more and book your rental:… https://t.co/edVpjzxVby
472,TsuHsu,16495,41,0,Thailand,@RepNewhouse Bank of America
473,Levi Murray,15078,262,0,"Wilmington, NC","RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz"
474,Injustice4All,304,3,0,,@BitcoinMagazine That is good to know. Meanwhile Bank of America is a global store of frustration.
475,#NeverOutOfTown,4253,563,0,"Any City, USA",RT @BOAStadiumWx: Bank of America Stadium at sunset and it's 66.7 F. https://t.co/pFKG6KNQ8n
476,XRP Power ⚡🙅‍♂️💪,10846,298,0,,RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
477,RonyUNICO #EuApoioVotoAuditavel,38977,1738,0,,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
478,Coredana,52,1,0,,@BankofAmerica @NYCSchools I’m sure Bank of America will find a way to ruin scholarships.
479,Sam Hall,40008,848,0,Disney World ,"Bank of America Email: “PAY US” 

Bank of America App: *ERROR* “Good luck getting in to pay us! Oh HA now your paym… https://t.co/0vB2ee2erW"
480,C K - FiftyFiftyGirl,315539,2964,0,Louisiana,RT @thecryptob0t: Bank of America Sees DeFi Potentially More Disruptive Than Bitcoin: https://t.co/U6VyePgGJj
481,Ali Hamza | #WearAMask,21129,443,0,Karachi Pakistan,First National Bank of America review: Michigan bank with high interest rates on CDs https://t.co/2bYmbhuXQ2 #followforfollow
482,cryptob0t.eth,24898,32755,6,,Bank of America Sees DeFi Potentially More Disruptive Than Bitcoin: https://t.co/U6VyePgGJj
483,daip,27021,612,2,,them carnitas from bank of america beatin my ass rn son hol up lol
484,_BR_Carreiro,3058,183,0,"Rio de Janeiro, Brasil","RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
485,Kathryn Cannon,183857,2577,0,"Orlando, FL","@the_elite_dad @douglasdean35 @SenSanders Bank of America can print loans. 

And inflation doesn’t care if you shop… https://t.co/hF7zHCc1Vy"
486,EliteBaseballDad,6794,165,0,"Arlington, TX","@katiecannon2 @douglasdean35 @SenSanders TIPS are tied to inflation. 

2 what are you talking about?  Bank of America can’t print US dollars"
487,Dick Bellendi,60,3,0,The Bronx,BANK OF AMERICA PULL UP ONNA RAVENITE'S BLOCK ME AND MY SHOOTAS DRIVE OUT
488,Pete Hill,143021,3303,0,"Brisbane,In the Sunshine State","RT @USMarshalsHQ: One of America’s Most Wanted Fugitives Identified After 52 Years. Mystery solved of Ted Conrad, who pulled off one of the…"
489,Marty Fernandes,1552,359,2,,What if we slow danced to the Bank of America hold music 😈😈
490,Personal Finance Insider,7974,5370,0,,We've included the First National Bank of America CDs in several of our best CD rate guides https://t.co/XnRRf1KFs4
491,Mario - O POVO É O PODER.,144463,4148,0,Belo Horizonte=MG=Brasil,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
492,Dude America,241501,985,0,,"RT @TrumpJew2: Proposal by Biden’s Treasury nominee Saule Omarova: 

""There will be no more private bank deposit accounts and all of the de…"
493,Deb ღஐღ ☀️,24378,23951,0, Boston ✈ Tampa ,"RT @USMarshalsHQ: One of America’s Most Wanted Fugitives Identified After 52 Years. Mystery solved of Ted Conrad, who pulled off one of the…"
494,LAPL Photos,2932,4326,23,Los Angeles ,[ca.1930] Westwood Boulevard's Bank of America building. This is Los Angeles Historic Cultural Monument #364. (Secu… https://t.co/LVaBViYYPc
495,Lars Hanon,249402,97,0,,brown bag lunches of Bank of America knows this
496,Patrióta com orgulho🇧🇷🇺🇸🇧🇷🏁,24246,1768,0,"São Paulo, Brasil","RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
497,Lars Hanon,249402,97,0,,bank of america knows this
498,@joselgaona,11,24,0,,@BofA_Help hi please i Need to make netflix suscription and the sistem say that i can not use my crédit card of Bank of America
499,Thomas Anthony,12763,179,0,"Florida, USA",RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
500,Clayton Riesig,17282,263,0,"Butte, MT","@2still_learning @LittleWrySmile @jengleruk @top1percentile That's a good link. 

Imagine, Bank of America was star… https://t.co/GNMIs17lst"
501,Bank of America Help,903252,126939,0,https://bit.ly/2U2HFX9,@Just_brxndo You're welcome. Keep us posted if you need help with your Bank of America account. ^mark https://t.co/CoOXedUuUC
502,Gisa Brasil💚💛🇧🇷💒✝️,104354,20498,0,Brasil,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
503,Doug Dimmadome,95714,752,0,*runs away* too much pressure!,I need bank of America’s to send me my fcking carddddd
504,Ben Esmael,1540,73,3,Poland,"@hurshidn @TrumpJew2 @scientificecon Power hunger, following social scorecard, and why not change the fed name to p… https://t.co/iVEOf2qJOF"
505,José Carlos,42777,1580,0,,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
506,Hunter Smith,2810,100,0,"Columbia Station, OH","RT @USMarshalsHQ: One of America’s Most Wanted Fugitives Identified After 52 Years. Mystery solved of Ted Conrad, who pulled off one of the…"
507,Bank of America Stadium WeatherSTEM,3738,217,2,"Charlotte, North Carolina",Bank of America Stadium at sunset and it's 66.7 F. https://t.co/pFKG6KNQ8n
508,Top Stock Alerts,160185,93886,0,"New York, USA","$NXPI NXP Semiconductors Target Raised at Bank of America on Auto Strength

https://t.co/tH5UC1WRV8"
509,THRitchie #VoluntaryismIsForMe,6341,538,0,"Hockley, Texas","RT @SailorMacaw: Im forced allegiance to the flag
Of the authoritarian states of America
And to the corporations for which it stands
One na…"
510,😇⚘🍁CHARLENE🌿🌼🌹,83611,3536,0,,RT @BigLance111: @Charlen60403930 @6Polymath @Darrinbillingsl @ScreamingMemer1 @martinz717 @Max_Gibson3 People underestimate Soros.. he's t…
511,iva1,33094,1368,0,Brasil,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
512,Son of Data,24157,720,0,33.8757° N  84.7622° W,RT @BigLance111: @Charlen60403930 @6Polymath @Darrinbillingsl @ScreamingMemer1 @martinz717 @Max_Gibson3 People underestimate Soros.. he's t…
513,joseolimpio,15071,33,0,"Parnamirim, Brasil","RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
514,令和のXRP兄さん,23326,1544,0,大阪市　住吉区,RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
515,Elcy Pereira,11064,2357,0,"Águas de Lindóia, Brasil","RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
516,EmpireSpace,1094,58,0,,"RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
517,PatriaAmadaBrasil,8225,121,0,,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
518,🇺🇸Lance Miller.. AMERICA FIRST💂 ☘️,61746,3278,2,Park hills ky ( FR Cincinnati),@Charlen60403930 @6Polymath @Darrinbillingsl @ScreamingMemer1 @martinz717 @Max_Gibson3 People underestimate Soros..… https://t.co/7iSziZmZpZ
519,J.J. Sanders ♈️,136304,9718,1,Somewhere Chopping.,"When Cam Newton Walks Onto The Field Next Week In Bank of America Stadium 😈

#AcknowledgeHim https://t.co/EckYVOKfkI"
520,finn,36255,97,0,,fuck bank of america
521,MNC-1976,25374,441,0,,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
522,Business News,151893,187,0,United Kingdom,"Bank of America Corp. stock falls Friday, underperforms market https://t.co/TFRToVpsDH"
523,Ronaldo@Silveira,3917,211,0,"Sevilha, Espanha","RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
524,Samuel Bandeira,2367,9,0,"Porsgrunn, Norge","RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
525,Soraia Gonzaga🇧🇷,11196,141,0,,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…"
526,Nick,478,1,0,,"$CPNG I have a curious question,  why was
 jp morgan &amp; bank of America in this Earnings Report Meeting asking questions? 😄"
527,Adam Jones,538,17,0,,"RT @Dave_Yarema: @libsoftiktok Not a popular take in bootlicker country, but corporate America asked for this, &amp; it’s just getting started.…"
528,Ask Warren HQ,94358,35748,0,Read disclaimer at:,"$BOPO to detail new revolving credit line from Bank of America
https://t.co/Mv3xmUrTi2

 $GOOS $SPPI $CERS $PCRX $ETM $ADTN"
529,Damion Mandryk,13,0,0,,"I do hope everyone knows that Moderna, AstraZeneca, Pfizer, BioNTech, and Johnson and Johnson are all invested in t… https://t.co/CzCoIUCCry"
530,Government of Brazil,16707,59973,172,"Brasilia, Brazil","BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 ye… https://t.co/IvSiXsZw15"
531,WCCB Charlotte's CW,207521,83184,1,"Charlotte, NC",Dozens of fans rushed to Bank of America Stadium after hearing the announcement hoping to get a peek at QB1. https://t.co/gEZBMXpzsq
532,Karen (not a Karen),31040,280,0,NC,"When you realize your slice of small town America has a 10-story building that’s not condos, a bank or a hotel. https://t.co/xOlLRoteuP"
533,Tyson bay,688,952,0,south western U.S.A.,@BAMinvestor That’s the spirit. Bank of America was once bank of Italy
534,𝐓𝐡𝐞 𝐍𝐨𝐭𝐨𝐫𝐢𝐨𝐮𝐬 𝐁𝐚𝐧𝐤𝐞𝐫 James Baca,62090,3166,1,"Las Cruces, NM","LOL.
In other news, Wells Fargo and Bank of America have teamed up with Instagram to create a filter that contains… https://t.co/1RLbA3dVKW"
535,BAI,22773,12019,0,"Chicago, IL, USA","Customers build an appreciation for the banking associate, so the bank has been leveraging these associates in flex… https://t.co/R8ctI7Tg6x"
536,Tezos Zach,971,243,0,,"RT @tezos: According to recent data, #Tezos has the second most developer interest in the industry.

Tezos is seeing explosive growth in ad…"
537,96.9 The Kat,42349,8667,0,"Charlotte, NC",96.9 The Kat is celebrating 'No Shoes November' with your chance to win a pair of 🎟tickets to see Kenny Chesney🎟 at… https://t.co/JgvKQ3nFo8
538,Jesse,7457,107,1,North Central,Bank of America sucks thank god I have RBFCU
539,Jodell.wb,39052,214,0,,"B-
Am. Express
C+
Northern Trust
C
Sovereign, Santander, Mastercard, HSBC, CapitalOne
C-
USBank, VISA
D+
RBS, KeyBa… https://t.co/sBD7CMx6wR"
540,VCAM Legacy,69869,3585,0,Detroit Michigan,RT @NewfieldsToday: Un-brr-lievable! Tickets for Winterlights presented by Bank of America are selling fast. Don't miss your chance to expe…
541,InTheGranite617 Podcast\Channel,6945,252,0,Boston USA,RT @boston25: Decades-old mystery solved: Mass native was one of America’s ‘Most Wanted’ bank robbery fugitives https://t.co/lEUi1KtsOu
542,Lake Time Jamie,291,14,23,"Cincinnati, OH",@BAMinvestor @realAlexMathew I say we start a new bank! Let’s call it Apes of America! We can then short the shit o… https://t.co/1eRtMB48WM
